,Np,Fe,Si,Ag,Ac,Eu,Cr,Yb,Pr,Ne,Ti,Th,Hf,Sc,F,Ir,Kr,Ba,Pt,Br,Tl,Nb,As,Cl,Zn,S,K,P,O,Gd,Sn,Pa,B,Hg,Rb,Tb,Ru,Ar,C,Sr,N,Nd,Dy,Y,Pb,Ge,Li,Na,In,Te,Mo,W,Rh,Pd,Mg,V,Sb,La,Cd,Zr,Al,Cs,Lu,Bi,H,Ta,Au,Be,Ca,Pm,Ce,Tm,Xe,He,Ni,Re,Er,Sm,I,Pu,U,Os,Ho,Mn,Ga,Co,Cu,Tc,Se
0.18,20185.69404447352,3725.5686309262132,1459.4393234354097,7982.159732398647,18943.012540535605,11876.548485752633,3068.5385406543355,13712.443814142882,10856.494247944902,803.3561750152371,2667.762823613207,19229.828724163737,14292.818220548064,2530.533433288895,1394.1655955554818,15706.271228770509,5422.599207852446,10135.069067773382,16074.089756411711,5603.882919179615,16745.435330847104,6667.20788180677,4923.530162422909,1992.4521537575174,4584.740875328955,1828.0751540406955,2153.5082938659357,1621.6038538367734,820.7206862288095,12128.525572171342,8806.041816350944,19517.394752697375,322.7628938742973,17003.222873601262,5647.588511379012,12399.885675899415,7384.649084030641,1967.2007540780337,427.465771066722,5886.254063428229,755.5376417333828,11111.015770688378,12645.72085688027,6110.156835917948,16960.75344769681,4942.436265530476,121.55740366754571,935.1370541809418,8512.907272657229,9354.96443467833,6782.3513045320715,14929.963312732702,7528.56402449633,7787.369746103786,1118.7507420048837,2870.7435250398826,9041.025840201073,10385.174101812421,8550.068511166148,6352.02071115333,1262.3192066772656,9864.99175964675,13985.770850533194,17386.571867494942,26.544107799364408,14664.726539360889,16494.884940863234,215.25464188474936,2327.3080193199817,11364.28353141289,10610.469616657409,13468.673287225292,10811.013279432176,58.14430630057076,4001.0746778999937,15238.704098155706,13171.538655975146,11611.355157245429,9689.466987208047,18672.43807967862,19840.23160308977,15781.905846305026,12907.398498504559,3280.2979464598975,4743.750296263365,3641.6728331077984,4104.053021558589,7069.027004862887,5173.046868815453
0.23878787878787877,7649.50410306727,1807.5858428402757,731.1853561502535,3300.416568336147,7159.306974129356,4686.5528802838835,1373.5332916308978,5341.508755549132,4319.982529194902,378.43957955625274,1186.2463441210193,7259.106067913736,5576.276228360563,1152.2757428592076,1065.4728465324404,6110.756580333009,2277.7478894962387,4077.700659570257,6300.345127505461,2589.48619066399,6432.4470495971045,2845.5296591505203,2165.087535469784,1002.32727582783,2198.0135804070796,927.478352282883,974.4746634948418,808.6033045203671,527.9128859374248,4772.667662015093,3676.438056585319,7358.959205822375,187.49240132217022,6870.697971257512,2370.614146144637,4877.182550899416,3138.991125046265,883.8217257577212,243.84515034076688,2475.3946884282286,504.0533888052792,4412.671532407128,4955.226227974021,2563.8890136523237,6466.4477836343085,2309.565660061726,65.06096659479181,440.39883396609804,3533.978317579103,3920.81941514708,2821.008286953946,5864.3339182014515,3138.8870225432042,3252.2708691506614,549.5954075322276,1283.2739205476953,3759.815146841698,4169.16970728117,3720.3070365567737,2668.823689668955,615.2125172241406,3965.166076053,5442.481299751943,6709.488859682441,14.301664715043588,5774.086890923388,6541.859550238235,122.70457779783528,1049.921544710607,4503.05696891289,4234.754772907409,5269.217720819042,5066.923923963426,28.66508686412324,1852.7215284859312,5997.405758311956,5142.649984100146,4586.244805682929,4100.705756739297,5947.555755459872,7493.399083558522,6363.807213492525,5048.17340084831,1474.177707202085,2235.1611849352407,1609.7995420921736,1837.7834903085889,2966.1834990035127,2287.5788512373283
0.2975757575757576,3305.706007364145,1051.3752715543812,429.84371186314416,1553.003238258022,3055.0257241293552,2081.954735752634,702.0398834309407,2343.6723297678814,1935.676132710527,197.52119882053194,595.1226258624685,3095.3475229918613,2464.432966641814,600.2427838811684,954.4279856941804,2710.9323615861763,1074.506800632219,1856.2031009765071,2842.5165142273795,1432.7463224999274,2799.8943152221045,1400.6038779005203,1100.164683907284,599.3040214396344,1269.1981507227472,557.6118972079258,498.43709635616995,473.2841516883359,400.2469313491649,2112.4906600619674,1773.2914501463422,3135.556862072375,126.23562642299432,3296.4955786793876,1119.9976910665118,2161.192316524416,1544.142736377558,444.44788542885783,161.76408039764564,1176.8143661626036,368.0550367560819,1973.6386954930658,2183.2450268021457,1216.982641582011,2775.302519962434,1290.2182479523508,38.80423365411797,231.86799595340273,1683.365524610353,1912.81843858458,1327.0693221165318,2637.7499338296193,1493.5521836823525,1555.972895517849,311.24509625293064,651.4877267000389,1804.530478872948,1893.6377248592953,1921.3020316771288,1273.182576387705,345.77864881593746,1797.4662469514376,2387.7403329550684,2957.922697576234,7.819674855498865,2604.988746392138,3025.210136175735,80.44362199045624,536.3041130699819,2009.0243761394524,1904.9868285714715,2328.1239708190424,2951.298435685344,14.082529187088518,1011.5677198921813,2713.5617641713307,2258.114583709521,2037.0415586126167,2038.4921336924215,1546.2000425692463,3210.215001527272,3021.904137326986,2220.01031491081,759.0091281005225,1262.0546175587638,812.1234556695601,953.7829409921826,1421.882351542575,1177.2291197951836
0.3563636363636364,1584.3631118563324,707.4894683317249,287.386497514011,805.4881625775961,1421.0523354574805,1002.163537025333,397.19405823879606,1115.5795563367171,940.092331453667,109.90316446209472,324.94837049137465,1440.015247601236,1193.746809418419,346.9972089299965,894.7233958539942,1333.2864875659068,546.6950940955858,923.3529422851009,1443.5299419649223,923.0821379359505,1337.0035681517923,774.293269990364,626.8787342065883,412.2376762311263,853.4565125423213,382.36116479555426,278.4788138870507,314.1830774790894,332.9468214906354,1011.6238998080614,964.0237499510296,1458.7430193116093,93.74282094837292,1854.9175757560356,572.8119610860431,1039.1558175009784,857.1382808143195,240.603555602793,118.69446218046754,610.0184677251037,261.2665540979858,957.0880363133784,1040.0491039632545,630.5643066337449,1290.956328556184,835.5973983461436,25.16690836883665,131.84341404422304,895.3873141611342,1062.9593077315405,681.8222518040319,1324.2614084389945,786.5408311496255,828.5845898569544,197.44031720653192,362.44460536848396,975.2845682347524,939.910613042889,1153.2854301177967,667.0305378134863,217.59880873438252,885.4673455842501,1138.381934523904,1448.6197190606092,1.8361662713871638,1312.9781262781185,1603.501029736758,58.59773958418822,299.89029471060684,971.3750841472649,930.4160888253776,1121.2990196471674,2057.2659649885545,6.714588763888565,632.6440138406616,1379.3727993275809,1072.532796600146,978.3486264837105,1165.4993358471947,-191.75012222567548,1511.8500112928966,1665.949547483236,1055.6373901061222,431.5636630157997,828.4247347462638,452.3329283258101,557.9266177499951,755.6405302598482,686.3109069077265
0.41515151515151516,836.6850112703949,533.2412383575918,213.36342623761982,456.24289280854117,709.8870522543554,513.690392494083,245.85010988087387,566.4314240124984,486.56199698101085,63.565258587809126,189.89182142544468,720.5375864810949,627.2820877418993,219.86128364019555,748.686835803716,723.3531379628673,293.9554700816518,495.9913700194759,825.0506328892267,676.7811125579968,693.3606238190225,477.8436850420979,394.2648426113615,317.93616257825823,648.0162049314695,288.996571305534,167.29525065462886,229.7677485154363,281.23979025172275,514.524290439397,587.9075390198652,730.748085229578,72.6512606004425,1219.6550025170159,311.46531191612127,533.3190865439473,533.556981995698,137.15728181650508,90.72816886451353,339.95947724658805,210.17031693199968,494.8761527811278,525.5466625570045,351.9347900321824,638.7256156687267,610.6788192540845,17.509649386161627,79.38619206252758,529.4011081127824,670.5003233628763,378.50276329131253,740.2401682077873,454.5954881383831,487.70513430321944,137.8723240551407,216.39092494856212,591.5011820042837,503.81283472257655,795.1051322725698,379.79933664794686,150.52106521678036,466.8716729768282,580.6084359887477,781.348784008351,-1.8036531058984078,737.85941290238,974.0426557196562,45.989718827060095,180.8756615445672,500.31301140602994,485.71656489959645,580.8201988590574,1642.3934064011403,3.242338785285009,444.06439348566914,787.8806728690728,540.7276208315673,498.60006080988234,759.9133983535303,-939.0692445401286,775.2206167616467,1065.3915640847986,532.4846191226998,263.34445525529566,616.0333773307244,273.82291856652074,363.426678791487,441.9263884204807,447.7094359699643
0.47393939393939394,486.1784805086761,434.8648955968256,171.65836340308712,282.0307956564115,378.1123025111673,277.8911981613133,165.8110473998808,304.12460028836523,266.2940831626515,37.54556332443766,118.0210175987725,385.3550303287511,357.3818802223681,151.82226692606622,518.8294139457431,434.0650215204605,165.28565504668563,287.31186562494463,531.979099698773,548.6326750801716,390.1508765077373,328.2723349571129,268.65461314451653,267.752996109198,536.7083436255192,232.61760405522378,107.45913005232794,179.4999110290361,214.18540794967876,275.01852262346705,400.6941601231187,391.809303503968,56.67743708634135,919.7440528226559,178.71056643430674,289.921320430666,370.40616414044337,81.29320714431987,70.18941157830865,203.06956942234527,159.20957782793573,270.8154838484866,278.37143063608215,211.16846312788547,331.8442985363905,487.2424179027361,12.952313540504523,50.071567277734545,348.49089083396177,477.31517323539885,227.9125228254682,462.26748144337705,288.1015306378588,316.8550061483982,104.44306382024139,135.91207364920967,402.0568766033687,291.2464284789122,616.5454399087643,235.1408893886575,112.61682176021336,262.1288751252657,314.5616830717315,459.4821458310929,-4.019443125775617,464.1376111509031,673.2644574901399,37.70298333674164,117.11997765831272,272.18331171167,269.48731685430533,322.31574329265123,1433.2911115014401,1.7519064162273597,341.3899550249457,507.9579433832209,286.03014158352045,266.668450727803,555.5835643881622,-1278.4429017603554,432.3180593885998,780.7528311809781,281.55224607582477,165.97000458437319,503.3739535121029,178.18436877450455,260.5776797807208,284.6048247251202,321.98796993085375
0.5327272727272727,309.25819244808116,369.8036468365356,145.726860154706,189.97409402476566,213.90304349063544,157.73604680046145,121.23136603824247,171.70486153150526,153.54484612744716,22.34933342459132,77.90791947958382,219.75687055138334,221.32826084710595,113.50977457446767,288.7998119258481,288.1509285250571,96.62085253976561,179.93614847452994,383.93130919677185,476.84117121827114,238.6824164310651,248.5613517060883,192.6762654042101,238.71800777240196,468.6021424853225,193.18372045475587,73.70656657893325,145.33114888852913,151.60182034437608,153.26234283290367,301.07395140505906,224.2835009043346,43.066288313885366,769.1212501104558,107.96631136838877,166.2679085907742,282.6794795986413,49.72340206716437,54.41993761845973,130.21611484517283,111.38496241040068,156.36489182014228,152.9918377532456,136.59499207755647,178.87597579515554,409.34745943515276,10.106979501720172,32.90642904102519,254.49343906757431,376.902484051757,150.7884536369436,321.7218271591733,199.56132376669296,225.74650093105302,84.488710538407,87.50837189232568,302.7739786858282,182.0498342469666,521.87686083888,158.83142590035226,89.53704884900847,156.64236389558891,180.4204935092075,286.12701279345924,-5.358352752970631,326.10239387208253,517.2239301717325,31.355456871979865,81.3544289902719,155.6012652028809,158.80679012565864,191.6948631783694,1316.8864484503486,1.3048615901942962,279.16461325658116,368.1181301634703,157.21497132077707,148.35578288112336,441.84522214101986,-1433.5154115196449,262.5304312401143,637.0749137195163,154.46440123986326,105.81847719859495,437.75392789951206,122.99326009623384,201.92385595352434,201.39199517329027,249.21744690074638
0.5915151515151515,212.70394749097787,318.27679139946383,127.06990070971362,138.31634871095488,128.31582426502547,93.48351384781273,94.97017377348593,101.51263896796864,93.13168392134443,13.259948452918088,54.58470402981073,133.71010238824937,149.15600439005067,90.86665479096635,140.62529720958923,209.80650717952005,58.520339163877026,122.07041820155672,303.5804181246723,433.383010897076,158.85221625475953,203.53820418643693,134.8202931806953,218.34998115304512,418.79864522155447,161.85571763910997,53.910614742007176,119.12594881042604,99.55946201959046,88.4012283689644,243.42438478951448,137.00223567088813,31.50102848653573,688.4157447837115,68.70839968942768,100.35586790566757,231.84692960683395,31.242000740892344,38.82172072992283,89.76835332219957,70.14545293479514,95.21721729760925,86.27990846997041,95.50250858239124,98.86511918257668,350.0246750620098,8.237737812585209,22.485212087390888,202.90197791127628,321.74437253651223,111.22470247326126,246.23379006880526,149.52361936227595,173.67818739260883,71.72860166668083,57.66171513735879,246.41384079706023,123.29544735778244,467.94717338956514,117.08154799600733,74.21834621461102,99.75795685292383,109.38999885094431,199.45075854634086,-6.1419847955283275,252.29685189890193,426.6106794804923,25.889798833001294,60.52677324872072,93.09373502849245,99.6499908124202,122.4292992515395,1243.7908674590176,1.3114522355641218,235.80468898769223,294.56991241220754,88.8963067953384,85.06261579220812,374.84159060624376,-1494.4902650225986,173.5107626863553,559.1400992917338,86.96447755915116,76.80754431424553,393.8957126054947,88.6896941552438,165.05375406282727,154.7661865334977,201.55111091403597
0.6503030303030304,155.38130044693645,272.83227241668374,111.00770603755034,107.20482993345497,81.6685464583368,57.554516820689095,78.11044028697762,62.64696594079696,59.426430370955366,7.759874644132898,40.45965068106981,87.09496724606343,108.94535682921762,76.70294329063212,73.93997167652161,164.50334562178276,36.65398722196237,89.5284031385444,254.4012342312356,405.3982392952733,114.54780343830522,176.14313895484747,98.10032259477973,195.88004115756758,374.06622344158916,136.7881976844099,41.86694409721377,97.98123464502662,60.612894602983395,52.3992257035851,205.71955086216028,89.36743193692932,22.84380972766048,641.5538674119973,46.121172824919725,63.65378817073221,199.4415036638067,20.103470202928325,26.442368361499458,66.40146340660016,40.711268081741146,61.268807314114724,49.23895393081181,72.07829903201419,55.59017491200281,295.8800523479744,6.9143755064708525,15.963280456559517,172.9511570327742,286.577227843485,91.6271836347262,202.76322430458504,119.08118324538455,141.32917320858476,62.78869091105749,41.77878064307402,209.49576531156453,90.31029418488284,433.90905702318605,93.59074909016152,62.94678946806892,67.7850946108554,70.08501385524274,148.64509452819038,-6.561620325297398,210.03205090518955,364.3623885377272,20.832132295191325,47.978662375505685,58.045227388747904,66.89546658779881,84.08541196045181,1217.761936902661,1.5039450255533529,200.59216465916091,253.41152622292051,51.13154014023704,49.70082232482687,349.8137891907744,-1496.681793323904,124.13441995093164,511.8537834117789,49.58176810666248,63.95921673137977,358.48009377236673,66.14058381233824,138.7468846256834,126.4896134600513,165.44011859960477
0.7090909090909092,118.06527574269074,228.16895768921464,95.30914364356322,86.82294071690613,55.27084143089696,36.57959084482298,65.56237525348621,40.273751288809365,39.94569848287177,4.429881554142188,31.488093162084795,61.0384563841269,85.32157757035648,67.1330962660619,45.181991470414026,135.50926614281278,23.72163727868287,70.46721541974637,218.19536276007813,384.4191745566077,88.59816510961987,157.70718023192694,68.58752827754887,170.31925043971788,327.48062178066834,117.1359763024977,34.244530477798975,80.73379079630551,34.158957260159276,31.696898057676993,176.66291033219494,62.281174065715454,16.453156394615426,611.1600686915783,32.686755106646,42.3700815563783,176.31940297311274,13.21971100844306,18.653392007386238,52.348416283445175,21.084692888162923,41.8237123278866,27.8825811609163,58.31165557120071,31.99706964652585,241.82548705133544,5.857968601370459,11.762729455217718,154.71438646941567,259.6497987836504,81.38212762176663,175.25115464678612,98.62108514350973,119.30980232792538,55.738493518815396,33.36463434644706,181.716697451449,71.03101260035011,408.90383865671083,80.02025354804921,53.69368064818855,49.111964578622825,47.440555154182874,112.00315735152655,-6.744764917878975,183.89263139387498,311.9367294720813,16.059318884668556,40.140169167721886,37.520752367119385,48.29398802539386,62.02337361484868,1211.9244126533251,1.8677262250385478,168.2516038759557,229.11890848208975,29.51437369709973,29.129659223364367,332.6342849514664,-1450.1330872375383,95.0360084542295,474.6005791421035,28.118431225438847,58.18291829396175,323.67604724287764,50.88810817835097,117.3228506115692,106.72517882933187,135.2155857054516
